case_id,misspelled_query,corrected_text,target_product_id,domain,typo_type
T-03865,StriddeWorks WJ-A152P,StrideWorks WJ-A152P,283046,running_fitness,duplicate
T-03866,T-Ay27,T-A527,70616,consumer_electronics,substitute
T-03867,SRS-352S,SRS-A352S,243761,running_fitness,delete
T-03868,Road Runnieg Shoes,Road Running Shoes,222324,running_fitness,substitute
T-03869,FlexDynamicsRP-A974X,FlexDynamics RP-A974X,301185,running_fitness,remove_space
T-03870,PulseeWorks,PulseWorks,244216,running_fitness,duplicate
T-03871,Ca4era Lenses,Camera Lenses,181099,consumer_electronics,substitute
T-03872,SwiftOne CS-A069S,SwiftOne CS-A079S,256565,running_fitness,substitute
T-03873,ESD-A8i4,ESD-A874,398820,home_office,substitute
T-03874,RRSS-A140X,RRS-A140X,217872,running_fitness,duplicate
T-03875,MeridianOne TO-A7705X,MeridianOne TO-A705X,205543,consumer_electronics,duplicate
T-03876,Fixxd Desks,Fixed Desks,403155,home_office,substitute
T-03877,PM-g144P,PM-A144P,72944,consumer_electronics,substitute
T-03878,Weaqherproof Jackets,Weatherproof Jackets,281203,running_fitness,substitute
T-03879,SL-A966S,SL-A566S,159662,consumer_electronics,substitute
T-03880,ES-A874,ESD-A874,398820,home_office,delete
T-03881,DACs & Amplifires,DACs & Amplifiers,53059,consumer_electronics,transpose
T-03882,Studio Microfones,Studio Microphones,42971,consumer_electronics,phonetic
T-03883,WalkingShoes,Walking Shoes,250163,running_fitness,remove_space
T-03884,Carbbn Racing Shoes,Carbon Racing Shoes,235672,running_fitness,substitute
T-03885,MeridianCor6 OH-A175X,MeridianCore OH-A175X,11834,consumer_electronics,substitute
T-03886,Lptops,Laptops,55581,consumer_electronics,delete
T-03887,FrameDesiggn,FrameDesign,445060,home_office,duplicate
T-03888,VeloEndurance CR9-A050X,VeloEndurance CRS-A050X,235672,running_fitness,substitute
T-03889,PB-A6883X,PB-A683X,98746,consumer_electronics,duplicate
T-03890,Motionctive HRM-A827S,MotionActive HRM-A827S,297693,running_fitness,delete
T-03891,VectorGrid L-A656S,VectorGrid L-A756S,57230,consumer_electronics,substitute
T-03892,kadenceEndurance CS-N803P,CadenceEndurance CS-N803P,256371,running_fitness,phonetic
T-03893,NexaGrrid,NexaGrid,186337,consumer_electronics,duplicate
T-03894,NexaGrdi SP-R957P,NexaGrid SP-R957P,169459,consumer_electronics,transpose
T-03895,NexaWaveGH-A512X,NexaWave GH-A512X,47918,consumer_electronics,remove_space
T-03896,NexaAudio OH-5A90,NexaAudio OH-A590,14944,consumer_electronics,transpose
T-03897,S-A49cP,S-A494P,117684,consumer_electronics,substitute
T-03898,Electric Skanding Desks,Electric Standing Desks,398820,home_office,substitute
T-03899,VectorGdid,VectorGrid,57230,consumer_electronics,substitute
T-03900,PM-A3f8,PM-A338,75563,consumer_electronics,substitute
T-03901,U-A665S,UC-A665S,97485,consumer_electronics,delete
T-03902,VevoLink,VeroLink,42971,consumer_electronics,substitute
T-03903,PulsjWorks,PulseWorks,221936,running_fitness,substitute
T-03904,LnmaVision,LumaVision,90501,consumer_electronics,substitute
T-03905,Mobile Hotsopts,Mobile Hotspots,151775,consumer_electronics,transpose
T-03906,VeroLink pM-A479,VeroLink SM-A479,42971,consumer_electronics,substitute
T-03907,Smart Ligting,Smart Lighting,159662,consumer_electronics,delete
T-03908,Trail Rusning Shoes,Trail Running Shoes,227174,running_fitness,substitute
T-03909,C0dencePeak,CadencePeak,265683,running_fitness,substitute
T-03910,WJ-A54,WJ-A754,281203,running_fitness,delete
T-03911,MP-A40,MP-A440,88949,consumer_electronics,delete
T-03912,Running vops,Running Tops,265576,running_fitness,substitute
T-03913,S-s164S,S-A164S,117217,consumer_electronics,substitute
T-03914,AtlgsDynamics RS-A514P,AtlasDynamics RS-A514P,269951,running_fitness,substitute
T-03915,GM-2647X,GM-A647X,192254,consumer_electronics,substitute
T-03916,O1bitLabs,OrbitLabs,7469,consumer_electronics,substitute
T-03917,Trail Ru1ning Shoes,Trail Running Shoes,232412,running_fitness,substitute
T-03918,HRM-A4227X,HRM-A427X,298275,running_fitness,duplicate
T-03919,Barb5lls & Plates,Barbells & Plates,325144,running_fitness,substitute
T-03920,Leggings& Tights,Leggings & Tights,275868,running_fitness,remove_space
T-03921,T-AA690P,T-A690P,340336,running_fitness,duplicate
T-03922,P-Ai89,P-A089,470203,home_office,substitute
T-03923,PrismBeaa T-A335,PrismBeam T-A335,67027,consumer_electronics,substitute
T-03924,AplasSport,AtlasSport,298275,running_fitness,substitute
T-03925,RSS-A058,RS-A058,268780,running_fitness,duplicate
T-03926,PeakWork CS-A480,PeakWorks CS-A480,255498,running_fitness,delete
T-03927,SP-877X,SP-A877X,207871,consumer_electronics,delete
T-03928,CobaltAudio CK-A6c9,CobaltAudio CK-A609,208744,consumer_electronics,substitute
T-03929,SC-3A32,SC-A332,155491,consumer_electronics,transpose
T-03930,Mechnaical Keyboards,Mechanical Keyboards,77697,consumer_electronics,transpose
T-03931,StrideWWorks,StrideWorks,340336,running_fitness,duplicate
T-03932,NexaAuiio,NexaAudio,14944,consumer_electronics,substitute
T-03933,HavenHomme,HavenHome,421073,home_office,duplicate
T-03934,PixePlulse,PixelPulse,73332,consumer_electronics,transpose
T-03935,QuantuLmogic,QuantumLogic,188471,consumer_electronics,transpose
T-03936,SL-0163S,SL-A163S,161699,consumer_electronics,substitute
T-03937,Gb-A115S,GH-A115S,47045,consumer_electronics,substitute
T-03938,Smbrt Plugs,Smart Plugs,169459,consumer_electronics,substitute
T-03939,Treadmiyls,Treadmills,339268,running_fitness,substitute
T-03940,Leggings & Tigths,Leggings & Tights,276935,running_fitness,transpose
T-03941,Peakyorks EB-A779P,PeakWorks EB-A779P,341048,running_fitness,substitute
T-03942,T-A05eS,T-A057S,339268,running_fitness,substitute
T-03943,Trailear WS-A326X,TrailGear WS-A326X,252404,running_fitness,delete
T-03944,Smart Rigns,Smart Rings,131435,consumer_electronics,transpose
T-03945,RP-A66X,RP-A066X,301888,running_fitness,delete
T-03946,Havenkraft,HavenCraft,468758,home_office,phonetic
T-03947,PeakEnduranec,PeakEndurance,222324,running_fitness,transpose
T-03948,Remote CControls,Remote Controls,209714,consumer_electronics,duplicate
T-03949,True WWireless Earbuds,True Wireless Earbuds,23183,consumer_electronics,duplicate
T-03950,S8artwatches,Smartwatches,123578,consumer_electronics,substitute
T-03951,SecurityCameras,Security Cameras,155491,consumer_electronics,remove_space
T-03952,O-A184P,OH-A184P,7469,consumer_electronics,delete
T-03953,SummitO5e,SummitOne,212888,running_fitness,substitute
T-03954,S-As32P,S-A032P,122414,consumer_electronics,substitute
T-03955,AG-A39X,AG-A399X,135897,consumer_electronics,delete
T-03956,MP-8A42,MP-A842,87397,consumer_electronics,transpose
T-03957,Weatherproor Jackets,Weatherproof Jackets,283046,running_fitness,substitute
T-03958,Resisance Bands,Resistance Bands,317772,running_fitness,delete
T-03959,Aerorail SRS-A550P,AeroTrail SRS-A550P,244440,running_fitness,delete
T-03960,Stability Runnina Shoes,Stability Running Shoes,244440,running_fitness,substitute
T-03961,SonicCote GM-A647X,SonicCore GM-A647X,192254,consumer_electronics,substitute
T-03962,Treadmilsl,Treadmills,339980,running_fitness,transpose
T-03963,Merid0anTech,MeridianTech,17746,consumer_electronics,substitute
T-03964,Mesh Wi-Fi Syystems,Mesh Wi-Fi Systems,146858,consumer_electronics,duplicate
T-03965,AtlasDynamicsRS-A514P,AtlasDynamics RS-A514P,269951,running_fitness,remove_space
T-03966,Quantu6Logic OH-A793,QuantumLogic OH-A793,2231,consumer_electronics,substitute
T-03967,QuntumLogic,QuantumLogic,2231,consumer_electronics,delete
T-03968,OrbitLink WTE-A458P,OrbitLink TWE-A458P,23183,consumer_electronics,transpose
T-03969,Flu7Works SR-A165S,FluxWorks SR-A165S,131726,consumer_electronics,substitute
T-03970,L&T-A34S,L&T-A434S,275868,running_fitness,delete
T-03971,FoorgeGear RS-A714P,ForgeGear RS-A714P,269660,running_fitness,duplicate
T-03972,VeroLink SC-A323,VeroLink SC-A332,155491,consumer_electronics,transpose
T-03973,TWE-A68bX,TWE-A683X,17746,consumer_electronics,substitute
T-03974,SL-A167S,SL-A163S,161699,consumer_electronics,substitute
T-03975,Desk ramps,Desk Lamps,445060,home_office,substitute
T-03976,TrailRdn,TrailRun,217872,running_fitness,substitute
T-03977,Hekrt Rate Monitors,Heart Rate Monitors,298275,running_fitness,substitute
T-03978,RR6-A140X,RRS-A140X,217872,running_fitness,substitute
T-03979,AeroWorkb T-A479S,AeroWorks T-A479S,339980,running_fitness,substitute
T-03980,Desk Laps,Desk Lamps,445060,home_office,delete
T-03981,RS-A174P,RS-A714P,269660,running_fitness,transpose
T-03982,RunningShorts,Running Shorts,268780,running_fitness,remove_space
T-03983,OH-V0q8P,OH-V078P,5044,consumer_electronics,substitute
T-03984,Cable Mannagement,Cable Management,467024,home_office,duplicate
T-03985,USB-C Ciargers,USB-C Chargers,95351,consumer_electronics,substitute
T-03986,OH-5A75X,OH-A575X,11252,consumer_electronics,transpose
T-03987,PSS-A992S,PS-A992S,31428,consumer_electronics,duplicate
T-03988,HalodEge,HaloEdge,42098,consumer_electronics,transpose
T-03989,Extrenal Storage,External Storage,90501,consumer_electronics,transpose
T-03990,P5-A714X,PM-A714X,75654,consumer_electronics,substitute
T-03991,FluxPulse CA-A849P,FluxPulse AC-A849P,176993,consumer_electronics,transpose
T-03992,AuriiForge MC-A970S,AuriForge MC-A970S,175125,consumer_electronics,duplicate
T-03993,AtlaqDynamics,AtlasDynamics,269951,running_fitness,substitute
T-03994,CS-475,CS-A475,257923,running_fitness,delete
T-03995,Ru-A066X,RP-A066X,301888,running_fitness,substitute
T-03996,PeakWorks EB-A797P,PeakWorks EB-A779P,341048,running_fitness,transpose
T-03997,W-A115S,WS-A115S,252048,running_fitness,delete
T-03998,VeloEnduranceGRW-A708S,VeloEndurance GRW-A708S,291582,running_fitness,remove_space
T-03999,NimbussOne,NimbusOne,69840,consumer_electronics,duplicate
T-04000,PeakWerks,PeakWorks,248708,running_fitness,substitute
T-04001,SmartLighting,Smart Lighting,161699,consumer_electronics,remove_space
T-04002,VoltLogiw RC-A496,VoltLogic RC-A496,209714,consumer_electronics,substitute
T-04003,RRS-A614X,RRS-A164X,220190,running_fitness,transpose
T-04004,PeakEnduranke RRS-Z248P,PeakEndurance RRS-Z248P,222324,running_fitness,phonetic
T-04005,Tableets,Tablets,67027,consumer_electronics,duplicate
T-04006,Road Running Sohes,Road Running Shoes,221936,running_fitness,transpose
T-04007,QqantumEdge,QuantumEdge,102529,consumer_electronics,substitute
T-04008,FlexDynamics W-A934,FlexDynamics WB-A934,318645,running_fitness,delete
T-04009,TempoSpoort CC-A846X,TempoSport CC-A846X,305448,running_fitness,duplicate
T-04010,ChargingDocks,Charging Docks,110095,consumer_electronics,remove_space
T-04011,HavenHode UM-A818X,HavenHome UM-A818X,421073,home_office,substitute
T-04012,SM-A4479,SM-A479,42971,consumer_electronics,duplicate
T-04013,SpS-A352S,SRS-A352S,243761,running_fitness,substitute
T-04014,QuantmAudio MH-A870,QuantumAudio MH-A870,152775,consumer_electronics,delete
T-04015,SwiftDynamiks,SwiftDynamics,328588,running_fitness,phonetic
T-04016,NovaLinnk,NovaLink,142493,consumer_electronics,duplicate
T-04017,Mii PCs,Mini PCs,87397,consumer_electronics,delete
T-04018,CobaltVisionMH-A471X,CobaltVision MH-A471X,152872,consumer_electronics,remove_space
T-04019,SpaceDeks,SpaceDesk,469625,home_office,transpose
T-04020,Haloision,HaloVision,75563,consumer_electronics,delete
T-04021,Mirrorless kameras,Mirrorless Cameras,175125,consumer_electronics,phonetic
T-04022,TrailWoris BT-A717X,TrailWorks BT-A717X,335708,running_fitness,substitute
T-04023,File Cbainets,File Cabinets,468758,home_office,transpose
T-04024,Studio Microfones,Studio Microphones,40162,consumer_electronics,phonetic
T-04025,FraeDesign,FrameDesign,398820,home_office,delete
T-04026,TraiilRun,TrailRun,232412,running_fitness,duplicate
T-04027,VeroLnik SC-A332,VeroLink SC-A332,155491,consumer_electronics,transpose
T-04028,Electric Sttanding Desks,Electric Standing Desks,398820,home_office,duplicate
T-04029,FluxPulse OOH-K146S,FluxPulse OH-K146S,7954,consumer_electronics,duplicate
T-04030,CL-9894X,CL-A894X,181099,consumer_electronics,substitute
T-04031,Smartawtches,Smartwatches,117684,consumer_electronics,transpose
T-04032,AixonLink,AxionLink,177460,consumer_electronics,transpose
T-04033,FC-A1130S,FC-A130S,468758,home_office,duplicate
T-04034,Kettlebellls,Kettlebells,313795,running_fitness,duplicate
T-04035,VoltLogi RC-A496,VoltLogic RC-A496,209714,consumer_electronics,delete
T-04036,SrideWorks,StrideWorks,340336,running_fitness,delete
T-04037,L-0257S,L-A257S,56974,consumer_electronics,substitute
T-04038,VectorGrid L-7A56S,VectorGrid L-A756S,57230,consumer_electronics,transpose
T-04039,StrideWorrks,StrideWorks,283046,running_fitness,duplicate
T-04040,GC-AA157X,GC-A157X,393618,home_office,duplicate
T-04041,Smartwattches,Smartwatches,122414,consumer_electronics,duplicate
T-04042,AC-A0040X,AC-A040X,176540,consumer_electronics,duplicate
T-04043,TempoD8namics,TempoDynamics,269854,running_fitness,substitute
T-04044,TrailuRn WJ-A956P,TrailRun WJ-A956P,279942,running_fitness,transpose
T-04045,AsriLogic,AuriLogic,5044,consumer_electronics,substitute
T-04046,TrailDynamics K-A163,TrailDynamics K-A613,313795,running_fitness,transpose
T-04047,Runling Tops,Running Tops,265576,running_fitness,substitute
T-04048,Porttable Monitors,Portable Monitors,72944,consumer_electronics,duplicate
T-04049,OrbatForge,OrbitForge,148039,consumer_electronics,substitute
T-04050,USB-C Chirgers,USB-C Chargers,95351,consumer_electronics,substitute
T-04051,TrailGear B&P-5A65X,TrailGear B&P-A565X,325144,running_fitness,transpose
T-04052,Tracckballs,Trackballs,438702,home_office,duplicate
T-04053,Cables & Adaptefs,Cables & Adapters,113102,consumer_electronics,substitute
T-04054,Cobaltision MH-A471X,CobaltVision MH-A471X,152872,consumer_electronics,delete
T-04055,PeakE3durance RRS-Z248P,PeakEndurance RRS-Z248P,222324,running_fitness,substitute
T-04056,ZenithAudioGH-A115S,ZenithAudio GH-A115S,47045,consumer_electronics,remove_space
T-04057,Game Cnotrollers,Game Controllers,186337,consumer_electronics,transpose
T-04058,Trail Running SShoes,Trail Running Shoes,227174,running_fitness,duplicate
T-04059,SwiftOOne,SwiftOne,256565,running_fitness,duplicate
T-04060,MeridanLogic,MeridianLogic,195455,consumer_electronics,delete
T-04061,FluxLink S-A365X,FluxLink SR-A365X,131435,consumer_electronics,delete
T-04062,NS-A4446,NS-A446,148039,consumer_electronics,duplicate
T-04063,NexaWvae,NexaWave,47918,consumer_electronics,transpose
T-04064,SwitfDynamics,SwiftDynamics,328588,running_fitness,transpose
T-04065,Guest Chaiirs,Guest Chairs,393618,home_office,duplicate
T-04066,OH-KK146S,OH-K146S,7954,consumer_electronics,duplicate
T-04067,Nimbusnne,NimbusOne,69840,consumer_electronics,substitute
T-04068,VeloMotionWS-A948S,VeloMotion WS-A948S,254819,running_fitness,remove_space
T-04069,Camera Lcnses,Camera Lenses,181002,consumer_electronics,substitute
T-04070,HaloBeam pC-C400S,HaloBeam UC-C400S,93411,consumer_electronics,substitute
T-04071,Ng-A446,NS-A446,148039,consumer_electronics,substitute
T-04072,TrailRun sJ-A956P,TrailRun WJ-A956P,279942,running_fitness,substitute
T-04073,kamera Lenses,Camera Lenses,181099,consumer_electronics,phonetic
T-04074,Smartwattches,Smartwatches,117217,consumer_electronics,duplicate
T-04075,External Strage,External Storage,90501,consumer_electronics,delete
T-04076,Over-Ear Headfones,Over-Ear Headphones,5044,consumer_electronics,phonetic
T-04077,Mechanical Keyboakds,Mechanical Keyboards,78279,consumer_electronics,substitute
T-04078,AeroWorksT-A479S,AeroWorks T-A479S,339980,running_fitness,remove_space
T-04079,NeaxWave,NexaWave,47918,consumer_electronics,transpose
T-04080,Runnin Shorts,Running Shorts,269854,running_fitness,delete
T-04081,kwantumEdge PB-A077S,QuantumEdge PB-A077S,102529,consumer_electronics,phonetic
T-04082,F2uxLogic,FluxLogic,63826,consumer_electronics,substitute
T-04083,CoblatAudio,CobaltAudio,208744,consumer_electronics,transpose
T-04084,VeloEnddurance,VeloEndurance,235672,running_fitness,duplicate
T-04085,GSP Running Watches,GPS Running Watches,291582,running_fitness,transpose
T-04086,S5udio Microphones,Studio Microphones,42098,consumer_electronics,substitute
T-04087,VektorGrid L-A756S,VectorGrid L-A756S,57230,consumer_electronics,phonetic
T-04088,WJ-7952S,WJ-A952S,281882,running_fitness,substitute
T-04089,Tablest,Tablets,69937,consumer_electronics,transpose
T-04090,PM-AA714X,PM-A714X,75654,consumer_electronics,duplicate
T-04091,Network SSwitches,Network Switches,148039,consumer_electronics,duplicate
T-04092,TempoFitK-A501S,TempoFit K-A501S,313280,running_fitness,remove_space
T-04093,Atlasyynamics,AtlasDynamics,269951,running_fitness,substitute
T-04094,CobaltLoxic,CobaltLogic,31428,consumer_electronics,substitute
T-04095,Smarrt Lighting,Smart Lighting,159662,consumer_electronics,duplicate
T-04096,OH-A3c2X,OH-A302X,6071,consumer_electronics,substitute
T-04097,RS-4514P,RS-A514P,269951,running_fitness,substitute
T-04098,PealWorks,PeakWorks,341048,running_fitness,substitute
T-04099,L&T-A4334S,L&T-A434S,275868,running_fitness,duplicate
T-04100,CK-A7994X,CK-A794X,208749,consumer_electronics,duplicate
T-04101,Atl1sSport,AtlasSport,298275,running_fitness,substitute
T-04102,AC-A8849P,AC-A849P,176993,consumer_electronics,duplicate
T-04103,GH-AA115S,GH-A115S,47045,consumer_electronics,duplicate
T-04104,FlxLogic L-A543,FluxLogic L-A543,63826,consumer_electronics,delete
T-04105,CobaltAudioCK-A609,CobaltAudio CK-A609,208744,consumer_electronics,remove_space
T-04106,Potable Monitors,Portable Monitors,72944,consumer_electronics,delete
T-04107,PaceGear GRW-1A13S,PaceGear GRW-A113S,290030,running_fitness,transpose
T-04108,Rake Bib Holders,Race Bib Holders,369172,running_fitness,phonetic
T-04109,PowerBanks,Power Banks,98746,consumer_electronics,remove_space
T-04110,Fra0eDesign,FrameDesign,398820,home_office,substitute
T-04111,Tril Running Shoes,Trail Running Shoes,227174,running_fitness,delete
T-04112,SmartRings,Smart Rings,131241,consumer_electronics,remove_space
T-04113,MeridianTekh,MeridianTech,98746,consumer_electronics,phonetic
T-04114,Si-A082,SM-A082,42098,consumer_electronics,substitute
T-04115,Oevr-Ear Headphones,Over-Ear Headphones,11834,consumer_electronics,transpose
T-04116,SM-A8883P,SM-A883P,40449,consumer_electronics,duplicate
T-04117,Wor3Systems,WorkSystems,485809,home_office,substitute
T-04118,NowaForge,NovaForge,176540,consumer_electronics,substitute
T-04119,Prismyeam,PrismBeam,67027,consumer_electronics,substitute
T-04120,ZeniteAudio,ZenithAudio,47045,consumer_electronics,substitute
T-04121,HaloWroks ST-A826S,HaloWorks ST-A826S,133181,consumer_electronics,transpose
T-04122,SRS-A356S,SRS-A352S,243761,running_fitness,substitute
T-04123,A8riWave,AuriWave,87397,consumer_electronics,substitute
T-04124,Frameoesign DL-A559X,FrameDesign DL-A559X,445060,home_office,substitute
T-04125,CadenceEndurance CS-N80P,CadenceEndurance CS-N803P,256371,running_fitness,delete
T-04126,FD-A927S,FD-A972S,403155,home_office,transpose
T-04127,Ovr-Ear Headphones,Over-Ear Headphones,2231,consumer_electronics,delete
T-04128,QuantumoLgic OH-A793,QuantumLogic OH-A793,2231,consumer_electronics,transpose
T-04129,PwxelPulse,PixelPulse,73332,consumer_electronics,substitute
T-04130,USB-1 Chargers,USB-C Chargers,97485,consumer_electronics,substitute
T-04131,TempoFlt,TempoFit,220190,running_fitness,substitute
T-04132,kobaltAudio PM-A144P,CobaltAudio PM-A144P,72944,consumer_electronics,phonetic
T-04133,RoadRunning Shoes,Road Running Shoes,222130,running_fitness,remove_space
T-04134,PuljeRun,PulseRun,324853,running_fitness,substitute
T-04135,ClamStudio FD-A972S,CalmStudio FD-A972S,403155,home_office,transpose
T-04136,WorkOffic PS-A059,WorkOffice PS-A059,428298,home_office,delete
T-04137,Over-Ear Headphonse,Over-Ear Headphones,14944,consumer_electronics,transpose
T-04138,Wx-A956P,WJ-A956P,279942,running_fitness,substitute
T-04139,SonicoCre,SonicCore,75654,consumer_electronics,transpose
T-04140,Phone Casees,Phone Cases,104275,consumer_electronics,duplicate
T-04141,AuriWve,AuriWave,87397,consumer_electronics,delete
T-04142,Rk-A496,RC-A496,209714,consumer_electronics,phonetic
T-04143,StudioStuido CM-A002X,StudioStudio CM-A002X,467024,home_office,transpose
T-04144,OrbitLLabs,OrbitLabs,208749,consumer_electronics,duplicate
T-04145,AeroTail SRS-A550P,AeroTrail SRS-A550P,244440,running_fitness,delete
T-04146,MeridianTekh,MeridianTech,98746,consumer_electronics,phonetic
T-04147,OH-V0r8P,OH-V078P,5044,consumer_electronics,substitute
T-04148,Network Swit6hes,Network Switches,148039,consumer_electronics,substitute
T-04149,RvseLab,RiseLab,222130,running_fitness,substitute
T-04150,NexaGr5d,NexaGrid,169459,consumer_electronics,substitute
T-04151,Ovver-Ear Headphones,Over-Ear Headphones,5238,consumer_electronics,duplicate
T-04152,Fixed mesks,Fixed Desks,403155,home_office,substitute
T-04153,VectorWav CL-A894X,VectorWave CL-A894X,181099,consumer_electronics,delete
T-04154,TegpoFit,TempoFit,313280,running_fitness,substitute
T-04155,Rc-A073P,RB-A073P,317481,running_fitness,substitute
T-04156,L&T-434S,L&T-A434S,275868,running_fitness,delete
T-04157,ZenithAudioL-A753S,ZenithAudio L-A753S,58685,consumer_electronics,remove_space
T-04158,SR-A315X,SR-A365X,131435,consumer_electronics,substitute
T-04159,WorkOffice GC-A17X,WorkOffice GC-A157X,393618,home_office,delete
T-04160,Smart Rdngs,Smart Rings,131241,consumer_electronics,substitute
T-04161,Over-Ear Headphoones,Over-Ear Headphones,14944,consumer_electronics,duplicate
T-04162,AxinoLink,AxionLink,177460,consumer_electronics,transpose
T-04163,AuriFogre UC-A665S,AuriForge UC-A665S,97485,consumer_electronics,transpose
T-04164,Runcing Tops,Running Tops,265683,running_fitness,substitute
T-04165,Portble Speakers,Portable Speakers,31428,consumer_electronics,delete
T-04166,CadenceEndurancn CS-N803P,CadenceEndurance CS-N803P,256371,running_fitness,substitute
T-04167,L-u543,L-A543,63826,consumer_electronics,substitute
T-04168,TrailDynamiks K-A613,TrailDynamics K-A613,313795,running_fitness,phonetic
T-04169,MP-Ah40,MP-A440,88949,consumer_electronics,substitute
T-04170,PeakEnduranke,PeakEndurance,222324,running_fitness,phonetic
T-04171,W5-A956P,WJ-A956P,279942,running_fitness,substitute
T-04172,OrbitForgeNS-A446,OrbitForge NS-A446,148039,consumer_electronics,remove_space
T-04173,PulseePeak,PulsePeak,317772,running_fitness,duplicate
T-04174,AuriLogiic,AuriLogic,5044,consumer_electronics,duplicate
T-04175,AtlasDynamic2 RS-A514P,AtlasDynamics RS-A514P,269951,running_fitness,substitute
T-04176,MeridainTech,MeridianTech,98746,consumer_electronics,transpose
T-04177,Balanke Trainers,Balance Trainers,335708,running_fitness,phonetic
T-04178,VectorWave SL-A1163S,VectorWave SL-A163S,161699,consumer_electronics,duplicate
T-04179,S6-A886X,SM-A886X,38994,consumer_electronics,substitute
T-04180,Lsptops,Laptops,55581,consumer_electronics,substitute
T-04181,L&T-A0x3X,L&T-A033X,276935,running_fitness,substitute
T-04182,Wi-Fi Routes,Wi-Fi Routers,142493,consumer_electronics,delete
T-04183,RseLab RS-A058,RiseLab RS-A058,268780,running_fitness,delete
T-04184,T-A3k5,T-A335,67027,consumer_electronics,substitute
T-04185,MeriidanCore OH-A175X,MeridianCore OH-A175X,11834,consumer_electronics,transpose
T-04186,Mini Pks,Mini PCs,88949,consumer_electronics,phonetic
T-04187,kadencePeak RT-A901P,CadencePeak RT-A901P,265683,running_fitness,phonetic
T-04188,HaloVisionPM-A338,HaloVision PM-A338,75563,consumer_electronics,remove_space
T-04189,Over-Ear peadphones,Over-Ear Headphones,5238,consumer_electronics,substitute
T-04190,Elektric Standing Desks,Electric Standing Desks,398820,home_office,phonetic
T-04191,MeridianVisionT-A329X,MeridianVision T-A329X,69937,consumer_electronics,remove_space
T-04192,ElectricStanding Desks,Electric Standing Desks,398820,home_office,remove_space
T-04193,AeroWoks T-A479S,AeroWorks T-A479S,339980,running_fitness,delete
T-04194,Meesh Wi-Fi Systems,Mesh Wi-Fi Systems,143075,consumer_electronics,duplicate
T-04195,StrideWorksT-A690P,StrideWorks T-A690P,340336,running_fitness,remove_space
T-04196,T-A47S9,T-A479S,339980,running_fitness,transpose
T-04197,PulseWorks RRS-A9f8P,PulseWorks RRS-A958P,221936,running_fitness,substitute
T-04198,EoD-A874,ESD-A874,398820,home_office,substitute
T-04199,Fixed Dekss,Fixed Desks,403155,home_office,transpose
T-04200,Yoga Mas,Yoga Mats,328588,running_fitness,delete
T-04201,USB-k Chargers,USB-C Chargers,97485,consumer_electronics,phonetic
T-04202,Trail Runing Shoes,Trail Running Shoes,231400,running_fitness,delete
T-04203,Orbityabs,OrbitLabs,7469,consumer_electronics,substitute
T-04204,Power Bansk,Power Banks,99716,consumer_electronics,transpose
T-04205,RB-870P,RB-A870P,317772,running_fitness,delete
T-04206,HomeHubs,Home Hubs,171496,consumer_electronics,remove_space
T-04207,Wi-A948S,WS-A948S,254819,running_fitness,substitute
T-04208,QuantumCoer,QuantumCore,17751,consumer_electronics,transpose
T-04209,Stability Runming Shoes,Stability Running Shoes,244216,running_fitness,substitute
T-04210,T-g329X,T-A329X,69937,consumer_electronics,substitute
T-04211,BT-5717X,BT-A717X,335708,running_fitness,substitute
T-04212,VeloEnduranke,VeloEndurance,291582,running_fitness,phonetic
T-04213,R-A974X,RP-A974X,301185,running_fitness,delete
T-04214,Weatherproof Jack0ts,Weatherproof Jackets,281203,running_fitness,substitute
T-04215,Sk-A332,SC-A332,155491,consumer_electronics,phonetic
T-04216,OrbitAudioT-A527,OrbitAudio T-A527,70616,consumer_electronics,remove_space
T-04217,OH-i302X,OH-A302X,6071,consumer_electronics,substitute
T-04218,SmartRings,Smart Rings,129592,consumer_electronics,remove_space
T-04219,HalloLabs MK-A464S,HaloLabs MK-A464S,78279,consumer_electronics,duplicate
T-04220,Over-EarHeadphones,Over-Ear Headphones,7954,consumer_electronics,remove_space
T-04221,GH-A152X,GH-A512X,47918,consumer_electronics,transpose
T-04222,PpceRun,PaceRun,275189,running_fitness,substitute
T-04223,CRS-A500X,CRS-A050X,235672,running_fitness,transpose
T-04224,VecorGrid,VectorGrid,57230,consumer_electronics,delete
T-04225,PS-A595S,PS-A596S,30070,consumer_electronics,substitute
T-04226,HaloEdeg,HaloEdge,146858,consumer_electronics,transpose
T-04227,AeeroWorks T-A479S,AeroWorks T-A479S,339980,running_fitness,duplicate
T-04228,Tabsets,Tablets,69840,consumer_electronics,substitute
T-04229,NexaGrid Gk-A505S,NexaGrid GC-A505S,186337,consumer_electronics,phonetic
T-04230,SpaceDesk P-A6637X,SpaceDesk P-A637X,469625,home_office,duplicate
T-04231,Over-Ear Headphonus,Over-Ear Headphones,7469,consumer_electronics,substitute
T-04232,WeatherproofJackets,Weatherproof Jackets,279942,running_fitness,remove_space
T-04233,Treadmils,Treadmills,339980,running_fitness,delete
T-04234,OH-Aq97X,OH-A597X,13543,consumer_electronics,substitute
T-04235,RnseLab RRS-A160,RiseLab RRS-A160,222130,running_fitness,substitute
T-04236,Smart Rsngs,Smart Rings,131241,consumer_electronics,substitute
T-04237,Barbell5 & Plates,Barbells & Plates,324853,running_fitness,substitute
